transaction_id,transaction_date,vendor_name,category,amount,transaction_year
2422,2021-03-17,Notion,Software,16.00,2021
2421,2021-03-17,QuickBooks,Software,170.80,2021
2423,2021-03-17,Uber,Travel,NULL,2021
2426,2021-03-18,"American Airlines",Travel,2089.12,2021
2424,2021-03-18,FedEx,Shipping,235.44,2021
2425,2021-03-18,Salesforce,Software,800.00,2021
2430,2021-03-19,"American Airlines",Travel,848.40,2021
2433,2021-03-19,Asana,Software,89.90,2021
2428,2021-03-19,AWS,Software,3014.00,2021
2432,2021-03-19,Expensify,Software,50.00,2021
2429,2021-03-19,"Google Ads",Marketing,1209.15,2021
2427,2021-03-19,"Office Depot","Office Supplies",100.60,2021
2431,2021-03-19,"Office Depot","Office Supplies",367.00,2021
2437,2021-03-20,AWS,Software,651.00,2021
2434,2021-03-20,"Delta Airlines",Travel,2493.42,2021
2435,2021-03-20,Notion,Software,16.00,2021
2436,2021-03-20,Zoom,Software,149.00,2021
2440,2021-03-21,AWS,Software,4896.70,2021
2441,2021-03-21,QuickBooks,Software,170.10,2021
2438,2021-03-21,WeWork,Rent,3200.00,2021
2443,2021-03-22,Expensify,Software,50.00,2021
2444,2021-03-22,FedEx,Shipping,61.70,2021
2442,2021-03-22,FedEx,Shipping,263.34,2021
2445,2021-03-23,DHL,Shipping,34.60,2021
2449,2021-03-23,Expensify,Software,50.00,2021
2446,2021-03-23,Marriott,Travel,505.77,2021
2448,2021-03-23,Notion,Software,NULL,2021
2447,2021-03-23,Zoom,Software,149.00,2021
2454,2021-03-24,"American Airlines",Travel,NULL,2021
2451,2021-03-24,"Google Ads",Marketing,2775.80,2021
2450,2021-03-24,HubSpot,Marketing,1120.10,2021
2452,2021-03-24,"Office Depot","Office Supplies",233.56,2021
2456,2021-03-24,QuickBooks,Software,77.80,2021
2453,2021-03-24,Salesforce,Software,800.00,2021
2455,2021-03-24,Uber,Travel,177.17,2021
2457,2021-03-24,Uber,Travel,282.80,2021
2461,2021-03-25,"American Airlines",Travel,1463.98,2021
2458,2021-03-25,"Delta Airlines",Travel,419.00,2021
2462,2021-03-25,DHL,Shipping,225.94,2021
2459,2021-03-25,Stripe,Software,59.00,2021
2460,2021-03-25,WeWork,Rent,NULL,2021
2463,2021-03-25,WeWork,Rent,3200.00,2021
2464,2021-03-26,"Delta Airlines",Travel,1068.40,2021
2466,2021-03-26,FedEx,Shipping,277.28,2021
2465,2021-03-26,HubSpot,Marketing,951.10,2021
2467,2021-03-26,HubSpot,Marketing,1026.46,2021
2469,2021-03-27,Amazon,"Office Supplies",385.96,2021
2474,2021-03-27,"American Airlines",Travel,1729.00,2021
2470,2021-03-27,AWS,Software,NULL,2021
2475,2021-03-27,"Delta Airlines",Travel,1065.79,2021
2468,2021-03-27,DHL,Shipping,155.00,2021
2471,2021-03-27,"LinkedIn Ads",Marketing,894.20,2021
2473,2021-03-27,Uber,Travel,89.00,2021
2472,2021-03-27,Zoom,Software,149.00,2021
2477,2021-03-28,"American Airlines",Travel,1597.60,2021
2479,2021-03-28,Dropbox,Software,24.74,2021
2480,2021-03-28,Expensify,Software,50.00,2021
2476,2021-03-28,FedEx,Shipping,44.21,2021
2478,2021-03-28,"LinkedIn Ads",Marketing,1027.60,2021
2484,2021-03-29,Amazon,"Office Supplies",1270.90,2021
2487,2021-03-29,DHL,Shipping,90.23,2021
2481,2021-03-29,"LinkedIn Ads",Marketing,1072.30,2021
2485,2021-03-29,Marriott,Travel,488.28,2021
2482,2021-03-29,QuickBooks,Software,86.82,2021
2486,2021-03-29,QuickBooks,Software,107.73,2021
2483,2021-03-29,WeWork,Rent,NULL,2021
2491,2021-03-30,Amazon,"Office Supplies",1885.00,2021
2493,2021-03-30,DHL,Shipping,79.30,2021
2488,2021-03-30,HubSpot,Marketing,704.90,2021
2490,2021-03-30,"LinkedIn Ads",Marketing,1862.00,2021
2489,2021-03-30,Slack,Software,87.00,2021
2492,2021-03-30,Stripe,Software,59.00,2021
2494,2021-03-31,Amazon,"Office Supplies",149.00,2021
2496,2021-03-31,Mailchimp,Marketing,299.00,2021
2495,2021-03-31,Salesforce,Software,800.00,2021
2499,2021-04-01,"LinkedIn Ads",Marketing,846.45,2021
2498,2021-04-01,Marriott,Travel,228.17,2021
2497,2021-04-01,Notion,Software,16.00,2021
2505,2021-04-02,Expensify,Software,50.00,2021
2501,2021-04-02,HubSpot,Marketing,527.24,2021
2506,2021-04-02,Mailchimp,Marketing,299.00,2021
2503,2021-04-02,Notion,Software,16.00,2021
2500,2021-04-02,Slack,Software,87.00,2021
2502,2021-04-02,WeWork,Rent,NULL,2021
2507,2021-04-03,Mailchimp,Marketing,299.00,2021
2508,2021-04-03,"Office Depot","Office Supplies",NULL,2021
2510,2021-04-03,Slack,Software,87.00,2021
2513,2021-04-03,Staples,"Office Supplies",85.20,2021
2512,2021-04-03,WeWork,Rent,3200.00,2021
2509,2021-04-03,Zoom,Software,149.00,2021
2514,2021-04-04,AWS,Software,NULL,2021
2516,2021-04-04,"Google Ads",Marketing,NULL,2021
2515,2021-04-04,"LinkedIn Ads",Marketing,1062.90,2021
2522,2021-04-05,Amazon,"Office Supplies",722.33,2021
2521,2021-04-05,"Delta Airlines",Travel,NULL,2021
2520,2021-04-05,"Delta Airlines",Travel,1633.44,2021
2524,2021-04-05,FedEx,Shipping,224.10,2021
2519,2021-04-05,"Google Ads",Marketing,2208.72,2021
2517,2021-04-05,Notion,Software,16.00,2021
2518,2021-04-05,Salesforce,Software,800.00,2021
2523,2021-04-05,Stripe,Software,59.00,2021
2525,2021-04-06,AWS,Software,2293.10,2021
2531,2021-04-06,"Delta Airlines",Travel,1547.71,2021
2532,2021-04-06,Expensify,Software,NULL,2021
2528,2021-04-06,"Google Ads",Marketing,2944.10,2021
2529,2021-04-06,"LinkedIn Ads",Marketing,1824.00,2021
2530,2021-04-06,Salesforce,Software,800.00,2021
2527,2021-04-06,Staples,"Office Supplies",86.00,2021
2526,2021-04-06,Stripe,Software,59.00,2021
2536,2021-04-07,"Delta Airlines",Travel,1745.00,2021
2535,2021-04-07,"LinkedIn Ads",Marketing,1686.34,2021
2533,2021-04-07,Notion,Software,16.00,2021
2537,2021-04-07,Slack,Software,87.00,2021
2534,2021-04-07,Staples,"Office Supplies",60.00,2021
2540,2021-04-08,Dropbox,Software,17.17,2021
2538,2021-04-08,Expensify,Software,50.00,2021
2539,2021-04-08,HubSpot,Marketing,452.99,2021
2541,2021-04-08,Notion,Software,16.00,2021
2543,2021-04-09,AWS,Software,424.60,2021
2546,2021-04-09,Expensify,Software,50.00,2021
2545,2021-04-09,Mailchimp,Marketing,299.00,2021
2542,2021-04-09,Salesforce,Software,NULL,2021
2544,2021-04-09,Slack,Software,87.00,2021
2548,2021-04-10,Amazon,"Office Supplies",NULL,2021
2547,2021-04-10,HubSpot,Marketing,NULL,2021
2549,2021-04-10,"LinkedIn Ads",Marketing,1584.00,2021
2553,2021-04-11,Asana,Software,37.19,2021
2555,2021-04-11,Mailchimp,Marketing,299.00,2021
2552,2021-04-11,QuickBooks,Software,175.00,2021
2551,2021-04-11,Staples,"Office Supplies",154.50,2021
2550,2021-04-11,WeWork,Rent,3200.00,2021
2554,2021-04-11,Zoom,Software,149.00,2021
2556,2021-04-12,Amazon,"Office Supplies",1874.00,2021
2562,2021-04-12,Notion,Software,16.00,2021
2561,2021-04-12,QuickBooks,Software,108.08,2021
2560,2021-04-12,Slack,Software,87.00,2021
2558,2021-04-12,Stripe,Software,59.00,2021
2557,2021-04-12,Uber,Travel,59.92,2021
2566,2021-04-13,"American Airlines",Travel,418.45,2021
2567,2021-04-13,"Delta Airlines",Travel,328.90,2021
2565,2021-04-13,Mailchimp,Marketing,299.00,2021
2564,2021-04-13,"Office Depot","Office Supplies",NULL,2021
2563,2021-04-13,"Office Depot","Office Supplies",373.00,2021
2568,2021-04-14,AWS,Software,701.00,2021
2570,2021-04-14,Dropbox,Software,16.00,2021
2569,2021-04-14,"Office Depot","Office Supplies",473.86,2021
2571,2021-04-14,Staples,"Office Supplies",391.27,2021
2572,2021-04-15,"Delta Airlines",Travel,451.00,2021
2576,2021-04-15,FedEx,Shipping,109.05,2021
2577,2021-04-15,FedEx,Shipping,152.20,2021
2575,2021-04-15,"Google Ads",Marketing,1520.20,2021
2574,2021-04-15,Marriott,Travel,NULL,2021
2573,2021-04-15,Notion,Software,16.00,2021
2580,2021-04-16,"Delta Airlines",Travel,946.00,2021
2582,2021-04-16,DHL,Shipping,36.22,2021
2581,2021-04-16,Dropbox,Software,21.07,2021
2584,2021-04-16,Mailchimp,Marketing,NULL,2021
2583,2021-04-16,Mailchimp,Marketing,299.00,2021
2578,2021-04-16,Salesforce,Software,800.00,2021
2579,2021-04-16,Uber,Travel,205.10,2021
2585,2021-04-17,"American Airlines",Travel,2204.31,2021
2587,2021-04-17,AWS,Software,1187.00,2021
2591,2021-04-17,"Google Ads",Marketing,NULL,2021
2586,2021-04-17,Mailchimp,Marketing,299.00,2021
2590,2021-04-17,Marriott,Travel,287.40,2021
2588,2021-04-17,QuickBooks,Software,87.44,2021
2589,2021-04-17,Slack,Software,87.00,2021
2595,2021-04-18,Asana,Software,54.65,2021
2596,2021-04-18,AWS,Software,4391.45,2021
2592,2021-04-18,Expensify,Software,NULL,2021
2593,2021-04-18,"LinkedIn Ads",Marketing,1001.00,2021
2594,2021-04-18,WeWork,Rent,3200.00,2021
2598,2021-04-19,Dropbox,Software,20.03,2021
2597,2021-04-19,Notion,Software,16.00,2021
2599,2021-04-19,Slack,Software,87.00,2021
2605,2021-04-20,FedEx,Shipping,169.40,2021
2600,2021-04-20,Marriott,Travel,307.90,2021
2602,2021-04-20,Microsoft,Software,398.60,2021
2603,2021-04-20,Slack,Software,87.00,2021
2601,2021-04-20,Stripe,Software,NULL,2021
2604,2021-04-20,Zoom,Software,149.00,2021
2606,2021-04-21,"Delta Airlines",Travel,1937.60,2021
2608,2021-04-21,Dropbox,Software,16.00,2021
2610,2021-04-21,Microsoft,Software,216.00,2021
2607,2021-04-21,QuickBooks,Software,64.00,2021
2609,2021-04-21,Salesforce,Software,800.00,2021
2614,2021-04-22,Asana,Software,69.10,2021
2612,2021-04-22,Microsoft,Software,NULL,2021
2615,2021-04-22,Microsoft,Software,172.60,2021
2611,2021-04-22,Slack,Software,87.00,2021
2617,2021-04-22,Uber,Travel,NULL,2021
2616,2021-04-22,Uber,Travel,88.68,2021
2613,2021-04-22,Zoom,Software,149.00,2021
2618,2021-04-23,Amazon,"Office Supplies",194.00,2021
2625,2021-04-23,DHL,Shipping,222.08,2021
2619,2021-04-23,Dropbox,Software,21.65,2021
2621,2021-04-23,"LinkedIn Ads",Marketing,NULL,2021
2623,2021-04-23,"LinkedIn Ads",Marketing,1098.00,2021
2624,2021-04-23,Microsoft,Software,359.00,2021
2622,2021-04-23,Uber,Travel,157.80,2021
2620,2021-04-23,WeWork,Rent,3200.00,2021
2630,2021-04-24,Dropbox,Software,24.40,2021
2632,2021-04-24,Expensify,Software,50.00,2021
2631,2021-04-24,FedEx,Shipping,151.20,2021
2628,2021-04-24,HubSpot,Marketing,546.70,2021
2627,2021-04-24,Microsoft,Software,256.80,2021
2626,2021-04-24,"Office Depot","Office Supplies",123.77,2021
2629,2021-04-24,Slack,Software,87.00,2021
2633,2021-04-24,WeWork,Rent,3200.00,2021
2636,2021-04-25,DHL,Shipping,26.30,2021
2634,2021-04-25,Notion,Software,16.00,2021
2637,2021-04-25,Uber,Travel,52.86,2021
2635,2021-04-25,Uber,Travel,233.90,2021
2639,2021-04-26,"American Airlines",Travel,NULL,2021
2641,2021-04-26,"American Airlines",Travel,774.20,2021
2638,2021-04-26,Asana,Software,36.80,2021
2640,2021-04-26,Notion,Software,16.00,2021
2642,2021-04-26,Zoom,Software,149.00,2021
2645,2021-04-27,Amazon,"Office Supplies",390.74,2021
2644,2021-04-27,AWS,Software,3193.59,2021
2646,2021-04-27,Mailchimp,Marketing,299.00,2021
2643,2021-04-27,QuickBooks,Software,90.42,2021
2647,2021-04-27,Staples,"Office Supplies",69.50,2021
2649,2021-04-28,Asana,Software,77.69,2021
2652,2021-04-28,AWS,Software,2506.24,2021
2648,2021-04-28,"Google Ads",Marketing,3014.00,2021
2650,2021-04-28,"LinkedIn Ads",Marketing,NULL,2021
2651,2021-04-28,Marriott,Travel,445.86,2021
2653,2021-04-28,Notion,Software,16.00,2021
2656,2021-04-29,Amazon,"Office Supplies",NULL,2021
2659,2021-04-29,Amazon,"Office Supplies",1965.33,2021
2654,2021-04-29,"American Airlines",Travel,2439.60,2021
2657,2021-04-29,DHL,Shipping,NULL,2021
2655,2021-04-29,Zoom,Software,149.00,2021
2660,2021-04-30,"American Airlines",Travel,1670.16,2021
2662,2021-04-30,Expensify,Software,50.00,2021
2663,2021-04-30,"Office Depot","Office Supplies",339.47,2021
2661,2021-04-30,QuickBooks,Software,69.00,2021
2664,2021-04-30,QuickBooks,Software,112.89,2021
2668,2021-05-01,Amazon,"Office Supplies",1718.86,2021
2665,2021-05-01,"American Airlines",Travel,2796.00,2021
2669,2021-05-01,DHL,Shipping,48.90,2021
2667,2021-05-01,Notion,Software,16.00,2021
2670,2021-05-01,Salesforce,Software,800.00,2021
2671,2021-05-01,Slack,Software,87.00,2021
2666,2021-05-01,Zoom,Software,149.00,2021
2676,2021-05-02,"Delta Airlines",Travel,855.00,2021
2674,2021-05-02,"Google Ads",Marketing,1667.10,2021
2677,2021-05-02,Mailchimp,Marketing,299.00,2021
2673,2021-05-02,Marriott,Travel,182.80,2021
2672,2021-05-02,WeWork,Rent,3200.00,2021
2675,2021-05-02,Zoom,Software,149.00,2021
2679,2021-05-03,"Delta Airlines",Travel,373.13,2021
2680,2021-05-03,FedEx,Shipping,241.34,2021
2678,2021-05-03,Notion,Software,16.00,2021
2682,2021-05-04,"Delta Airlines",Travel,2131.30,2021
2683,2021-05-04,Dropbox,Software,18.52,2021
2681,2021-05-04,"Google Ads",Marketing,2642.40,2021
2685,2021-05-04,Notion,Software,16.00,2021
2684,2021-05-04,WeWork,Rent,3200.00,2021
2687,2021-05-05,Salesforce,Software,800.00,2021
2686,2021-05-05,Slack,Software,NULL,2021
2688,2021-05-05,Stripe,Software,59.00,2021
2693,2021-05-06,"Delta Airlines",Travel,1035.99,2021
2691,2021-05-06,Notion,Software,16.00,2021
2692,2021-05-06,QuickBooks,Software,53.00,2021
2690,2021-05-06,Staples,"Office Supplies",266.53,2021
2689,2021-05-06,WeWork,Rent,3200.00,2021
2696,2021-05-07,FedEx,Shipping,295.07,2021
2697,2021-05-07,HubSpot,Marketing,783.02,2021
2694,2021-05-07,HubSpot,Marketing,1053.41,2021
2695,2021-05-07,Mailchimp,Marketing,299.00,2021
2700,2021-05-08,Amazon,"Office Supplies",NULL,2021
2699,2021-05-08,"LinkedIn Ads",Marketing,1216.39,2021
2698,2021-05-08,Uber,Travel,164.00,2021
2703,2021-05-09,"American Airlines",Travel,550.66,2021
2702,2021-05-09,HubSpot,Marketing,785.70,2021
2701,2021-05-09,HubSpot,Marketing,886.51,2021
2704,2021-05-09,Slack,Software,87.00,2021
2708,2021-05-10,Amazon,"Office Supplies",1759.19,2021
2705,2021-05-10,"Delta Airlines",Travel,1054.88,2021
2706,2021-05-10,Mailchimp,Marketing,NULL,2021
2707,2021-05-10,Marriott,Travel,488.66,2021
2709,2021-05-10,WeWork,Rent,3200.00,2021
2712,2021-05-11,DHL,Shipping,42.28,2021
2711,2021-05-11,Microsoft,Software,195.40,2021
2710,2021-05-11,Salesforce,Software,800.00,2021
2716,2021-05-12,"American Airlines",Travel,NULL,2021
2713,2021-05-12,"American Airlines",Travel,2258.61,2021
2714,2021-05-12,Expensify,Software,50.00,2021
2717,2021-05-12,"LinkedIn Ads",Marketing,1558.00,2021
2715,2021-05-12,QuickBooks,Software,81.00,2021
2718,2021-05-12,WeWork,Rent,3200.00,2021
2719,2021-05-13,Marriott,Travel,398.83,2021
2721,2021-05-13,Slack,Software,87.00,2021
2722,2021-05-13,Stripe,Software,59.00,2021
2723,2021-05-13,Uber,Travel,105.30,2021
2720,2021-05-13,Uber,Travel,294.00,2021
2726,2021-05-14,DHL,Shipping,93.00,2021
2724,2021-05-14,Staples,"Office Supplies",NULL,2021
2725,2021-05-14,Staples,"Office Supplies",114.55,2021
2727,2021-05-15,Asana,Software,82.00,2021
2729,2021-05-15,Marriott,Travel,523.20,2021
2728,2021-05-15,"Office Depot","Office Supplies",307.00,2021
2737,2021-05-16,FedEx,Shipping,109.87,2021
2733,2021-05-16,"Google Ads",Marketing,3392.82,2021
2732,2021-05-16,"LinkedIn Ads",Marketing,1358.00,2021
2730,2021-05-16,Marriott,Travel,488.60,2021
2731,2021-05-16,Marriott,Travel,569.60,2021
2736,2021-05-16,Salesforce,Software,NULL,2021
2735,2021-05-16,WeWork,Rent,3200.00,2021
2734,2021-05-16,Zoom,Software,149.00,2021
2740,2021-05-17,Expensify,Software,50.00,2021
2739,2021-05-17,"Google Ads",Marketing,NULL,2021
2738,2021-05-17,Microsoft,Software,348.00,2021
2746,2021-05-18,Dropbox,Software,23.61,2021
2742,2021-05-18,HubSpot,Marketing,NULL,2021
2745,2021-05-18,Mailchimp,Marketing,NULL,2021
2743,2021-05-18,Stripe,Software,59.00,2021
2741,2021-05-18,Uber,Travel,NULL,2021
2744,2021-05-18,Zoom,Software,149.00,2021
2753,2021-05-19,Amazon,"Office Supplies",720.00,2021
2747,2021-05-19,"American Airlines",Travel,838.00,2021
2749,2021-05-19,HubSpot,Marketing,974.00,2021
2751,2021-05-19,Mailchimp,Marketing,299.00,2021
2750,2021-05-19,Slack,Software,87.00,2021
2748,2021-05-19,Stripe,Software,59.00,2021
2752,2021-05-19,WeWork,Rent,3200.00,2021
2755,2021-05-20,Asana,Software,32.00,2021
2758,2021-05-20,"Delta Airlines",Travel,1133.45,2021
2757,2021-05-20,"Delta Airlines",Travel,2077.00,2021
2754,2021-05-20,QuickBooks,Software,98.00,2021
2759,2021-05-20,Staples,"Office Supplies",316.91,2021
2756,2021-05-20,Zoom,Software,NULL,2021
2762,2021-05-21,Asana,Software,63.10,2021
2761,2021-05-21,HubSpot,Marketing,986.44,2021
2760,2021-05-21,Notion,Software,16.00,2021
2763,2021-05-21,Salesforce,Software,800.00,2021
2766,2021-05-22,"American Airlines",Travel,874.90,2021
2767,2021-05-22,FedEx,Shipping,60.72,2021
2765,2021-05-22,Mailchimp,Marketing,299.00,2021
2764,2021-05-22,Salesforce,Software,800.00,2021
2771,2021-05-23,Asana,Software,48.00,2021
2770,2021-05-23,HubSpot,Marketing,595.96,2021
2769,2021-05-23,Mailchimp,Marketing,299.00,2021
2768,2021-05-23,QuickBooks,Software,112.90,2021
2772,2021-05-23,Slack,Software,87.00,2021
2777,2021-05-24,"American Airlines",Travel,NULL,2021
2773,2021-05-24,AWS,Software,3236.62,2021
2778,2021-05-24,Dropbox,Software,24.00,2021
2774,2021-05-24,Expensify,Software,50.00,2021
2775,2021-05-24,"Office Depot","Office Supplies",290.65,2021
2776,2021-05-24,Zoom,Software,149.00,2021
2782,2021-05-25,Expensify,Software,50.00,2021
2781,2021-05-25,Marriott,Travel,170.00,2021
2780,2021-05-25,Salesforce,Software,800.00,2021
2786,2021-05-26,DHL,Shipping,171.10,2021
2787,2021-05-26,"Google Ads",Marketing,2173.40,2021
2784,2021-05-26,Marriott,Travel,494.68,2021
2783,2021-05-26,"Office Depot","Office Supplies",254.24,2021
2785,2021-05-26,Zoom,Software,149.00,2021
2789,2021-05-27,Dropbox,Software,20.80,2021
2788,2021-05-27,Microsoft,Software,NULL,2021
2790,2021-05-27,Microsoft,Software,262.98,2021
2791,2021-05-27,Zoom,Software,149.00,2021
2792,2021-05-28,Dropbox,Software,17.00,2021
2797,2021-05-28,HubSpot,Marketing,1071.03,2021
2796,2021-05-28,Mailchimp,Marketing,299.00,2021
2795,2021-05-28,Microsoft,Software,478.72,2021
2793,2021-05-28,Slack,Software,87.00,2021
2794,2021-05-28,Stripe,Software,59.00,2021
2799,2021-05-29,Amazon,"Office Supplies",1027.00,2021
2800,2021-05-29,"Delta Airlines",Travel,920.00,2021
2803,2021-05-29,Expensify,Software,50.00,2021
2801,2021-05-29,Marriott,Travel,350.20,2021
2802,2021-05-29,Microsoft,Software,471.30,2021
2798,2021-05-29,Uber,Travel,289.16,2021
2804,2021-05-29,Zoom,Software,149.00,2021
2808,2021-05-30,"American Airlines",Travel,2126.23,2021
2809,2021-05-30,"LinkedIn Ads",Marketing,650.00,2021
2807,2021-05-30,QuickBooks,Software,145.62,2021
2806,2021-05-30,Salesforce,Software,800.00,2021
2805,2021-05-30,WeWork,Rent,3200.00,2021
2813,2021-05-31,AWS,Software,4106.00,2021
2810,2021-05-31,HubSpot,Marketing,928.90,2021
2812,2021-05-31,Mailchimp,Marketing,299.00,2021
2811,2021-05-31,QuickBooks,Software,131.60,2021
2816,2021-06-01,AWS,Software,2877.14,2021
2814,2021-06-01,"Delta Airlines",Travel,NULL,2021
2815,2021-06-01,Marriott,Travel,NULL,2021
2817,2021-06-01,Uber,Travel,142.90,2021
2825,2021-06-02,"American Airlines",Travel,1314.70,2021
2820,2021-06-02,AWS,Software,4024.00,2021
2824,2021-06-02,Expensify,Software,50.00,2021
2821,2021-06-02,HubSpot,Marketing,NULL,2021
2819,2021-06-02,Microsoft,Software,444.20,2021
2818,2021-06-02,Notion,Software,16.00,2021
2822,2021-06-02,"Office Depot","Office Supplies",389.10,2021
2823,2021-06-02,Salesforce,Software,800.00,2021
2826,2021-06-03,Asana,Software,58.00,2021
2829,2021-06-03,"LinkedIn Ads",Marketing,1087.10,2021
2831,2021-06-03,Salesforce,Software,NULL,2021
2830,2021-06-03,Stripe,Software,59.00,2021
2828,2021-06-03,Uber,Travel,181.00,2021
2835,2021-06-04,Amazon,"Office Supplies",NULL,2021
2832,2021-06-04,Mailchimp,Marketing,299.00,2021
2833,2021-06-04,"Office Depot","Office Supplies",323.00,2021
2837,2021-06-04,QuickBooks,Software,56.40,2021
2836,2021-06-04,Salesforce,Software,800.00,2021
2834,2021-06-04,Zoom,Software,NULL,2021
2841,2021-06-05,Amazon,"Office Supplies",1534.70,2021
2839,2021-06-05,"Google Ads",Marketing,3258.77,2021
2838,2021-06-05,HubSpot,Marketing,716.00,2021
2840,2021-06-05,HubSpot,Marketing,986.67,2021
2847,2021-06-06,Amazon,"Office Supplies",128.01,2021
2844,2021-06-06,Marriott,Travel,205.60,2021
2843,2021-06-06,QuickBooks,Software,150.00,2021
2842,2021-06-06,Uber,Travel,72.38,2021
2846,2021-06-06,WeWork,Rent,3200.00,2021
2845,2021-06-06,Zoom,Software,149.00,2021
2848,2021-06-07,Marriott,Travel,414.00,2021
2849,2021-06-07,Salesforce,Software,800.00,2021
2850,2021-06-07,Stripe,Software,NULL,2021
2851,2021-06-08,AWS,Software,2007.59,2021
2854,2021-06-08,FedEx,Shipping,238.30,2021
2852,2021-06-08,"LinkedIn Ads",Marketing,1341.49,2021
2855,2021-06-08,Mailchimp,Marketing,NULL,2021
2856,2021-06-08,Mailchimp,Marketing,299.00,2021
2857,2021-06-08,QuickBooks,Software,90.38,2021
2853,2021-06-08,Staples,"Office Supplies",56.00,2021
2860,2021-06-09,Dropbox,Software,22.23,2021
2858,2021-06-09,HubSpot,Marketing,535.40,2021
2859,2021-06-09,Notion,Software,16.00,2021
2863,2021-06-10,Amazon,"Office Supplies",609.50,2021
2861,2021-06-10,"Office Depot","Office Supplies",261.00,2021
2862,2021-06-10,Zoom,Software,149.00,2021
2864,2021-06-11,AWS,Software,1702.00,2021
2865,2021-06-11,Expensify,Software,50.00,2021
2868,2021-06-11,"Google Ads",Marketing,1332.89,2021
2867,2021-06-11,"Office Depot","Office Supplies",36.40,2021
2866,2021-06-11,Slack,Software,NULL,2021
2869,2021-06-11,Uber,Travel,269.10,2021
2870,2021-06-11,Zoom,Software,149.00,2021
2872,2021-06-12,Dropbox,Software,18.22,2021
2871,2021-06-12,Microsoft,Software,191.00,2021
2873,2021-06-12,Zoom,Software,149.00,2021
2878,2021-06-13,Amazon,"Office Supplies",692.50,2021
2874,2021-06-13,Asana,Software,47.00,2021
2880,2021-06-13,Expensify,Software,NULL,2021
2876,2021-06-13,"Google Ads",Marketing,2215.82,2021
2879,2021-06-13,HubSpot,Marketing,NULL,2021
2875,2021-06-13,Marriott,Travel,474.06,2021
2877,2021-06-13,Salesforce,Software,800.00,2021
2887,2021-06-14,Dropbox,Software,20.00,2021
2881,2021-06-14,Mailchimp,Marketing,NULL,2021
2883,2021-06-14,Notion,Software,16.00,2021
2884,2021-06-14,Stripe,Software,59.00,2021
2885,2021-06-14,WeWork,Rent,NULL,2021
2889,2021-06-15,"Delta Airlines",Travel,669.82,2021
2893,2021-06-15,DHL,Shipping,131.13,2021
2891,2021-06-15,"Google Ads",Marketing,NULL,2021
2894,2021-06-15,Mailchimp,Marketing,299.00,2021
2888,2021-06-15,"Office Depot","Office Supplies",431.10,2021
2892,2021-06-15,Uber,Travel,67.00,2021
2890,2021-06-15,WeWork,Rent,3200.00,2021
2902,2021-06-16,Asana,Software,69.19,2021
2895,2021-06-16,AWS,Software,1903.00,2021
2899,2021-06-16,DHL,Shipping,52.00,2021
2896,2021-06-16,Dropbox,Software,15.78,2021
2900,2021-06-16,"Google Ads",Marketing,868.30,2021
2897,2021-06-16,"Google Ads",Marketing,3352.82,2021
2898,2021-06-16,"LinkedIn Ads",Marketing,1340.00,2021
2901,2021-06-16,"Office Depot","Office Supplies",344.92,2021
2904,2021-06-17,"Delta Airlines",Travel,1272.58,2021
2903,2021-06-17,FedEx,Shipping,86.54,2021
2905,2021-06-17,Notion,Software,NULL,2021
2906,2021-06-17,Stripe,Software,NULL,2021
2907,2021-06-17,Uber,Travel,204.80,2021
2908,2021-06-17,Uber,Travel,298.00,2021
2913,2021-06-18,"American Airlines",Travel,2261.35,2021
2910,2021-06-18,Asana,Software,74.30,2021
2915,2021-06-18,Expensify,Software,NULL,2021
2916,2021-06-18,HubSpot,Marketing,621.98,2021
2911,2021-06-18,Marriott,Travel,543.72,2021
2912,2021-06-18,Uber,Travel,129.77,2021
2909,2021-06-18,Uber,Travel,292.20,2021
2914,2021-06-18,WeWork,Rent,3200.00,2021
2919,2021-06-19,DHL,Shipping,115.71,2021
2917,2021-06-19,DHL,Shipping,215.85,2021
2921,2021-06-19,Marriott,Travel,269.99,2021
2918,2021-06-19,Notion,Software,16.00,2021
2920,2021-06-19,WeWork,Rent,3200.00,2021
2922,2021-06-20,Asana,Software,43.91,2021
2925,2021-06-20,Expensify,Software,50.00,2021
2924,2021-06-20,Microsoft,Software,245.00,2021
2923,2021-06-20,QuickBooks,Software,147.09,2021
2926,2021-06-20,WeWork,Rent,NULL,2021
2929,2021-06-21,FedEx,Shipping,159.69,2021
2927,2021-06-21,"Google Ads",Marketing,1657.25,2021
2928,2021-06-21,"Office Depot","Office Supplies",NULL,2021
2930,2021-06-22,DHL,Shipping,169.52,2021
2931,2021-06-22,Marriott,Travel,490.12,2021
2933,2021-06-22,Notion,Software,16.00,2021
2932,2021-06-22,Staples,"Office Supplies",297.07,2021
2934,2021-06-22,Stripe,Software,59.00,2021
2935,2021-06-23,"American Airlines",Travel,NULL,2021
2939,2021-06-23,FedEx,Shipping,207.00,2021
2936,2021-06-23,Notion,Software,16.00,2021
2937,2021-06-23,QuickBooks,Software,139.30,2021
2938,2021-06-23,Zoom,Software,149.00,2021
2943,2021-06-24,AWS,Software,871.00,2021
2942,2021-06-24,Expensify,Software,50.00,2021
2940,2021-06-24,Salesforce,Software,800.00,2021
2941,2021-06-24,WeWork,Rent,3200.00,2021
2945,2021-06-25,"American Airlines",Travel,492.92,2021
